#HOT-1000 raw data (C) Hitachi High-Technologies Corporation. 2001-2015. All rights reserved 
#Raw data export format
#Ver 1.00
#
#Bluetooth Address,78:61:7c:34:25:97
#
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark
2018/06/22 15:50:39.145, 0.0, -1.6689543325687102, -2.599892695317172, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.280, 0.1, -1.2517157494265325, -1.949919521487879, 0.0, 0.0, 0.0, -0.0025284450602027775, 0.0, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.368, 0.2, -0.834477166284355, -1.3003020929503635, 0.0, 0.0, 0.0, -0.0025284450602027775, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.458, 0.3, -0.6258578747132663, -0.9752265697127727, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.548, 0.4, -0.500686299770613, -0.7801812557702181, 0.0, 0.0, -0.0021030494526659282, 0.0, 0.0, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.635, 0.5, -0.4172385831421775, -0.6501510464751817, 0.0, 0.0, -0.0021030494526659282, -0.0025284450602027775, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.771, 0.6, -0.3576330712647236, -0.5572723255501558, 0.0, 0.0, -0.0021030494526659282, -0.0025284450602027775, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.860, 0.7, -0.31292893735663313, -0.48761328485638633, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:39.950, 0.8, -0.278275891508822, -0.43355261274738033, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.042, 0.9, -0.2506586073032064, -0.3902843763946987, 0.0, 0.0, -0.0021030494526659282, -0.0025284450602027775, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.132, 1.0, -0.2280626474986118, -0.35488309210614094, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.267, 1.1, -0.20923268099478298, -0.32548737374318465, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.357, 1.2, -0.19329963241462014, -0.3006140735899139, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.447, 1.3, -0.1796427336316234, -0.2792941020299676, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.582, 1.4, -0.16780675468635958, -0.2608167933446807, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.674, 1.5, -0.15745027310925372, -0.24464914824505474, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.761, 1.6, -0.14831220112945442, -0.2303835790395024, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.853, 1.7, -0.14018947048074396, -0.21770307307901143, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:40.942, 1.8, -0.1329217641108451, -0.20635735721962478, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:41.033, 1.9, -0.12638082837793616, -0.1961462129461768, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:41.168, 2.0, -0.12046283890530425, -0.1869075586035334, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
2018/06/22 15:50:41.258, 2.1, -0.11508284847563886, -0.178508781928403, 0.0, 0.0, -0.0021030494526659282, 0.0, -0.002134471750665057, 0, 0, 0, 0, 0, 0
