#HOT-1000 raw data (C) Hitachi High-Technologies Corporation. 2001-2015. All rights reserved 
#Raw data export format
#Ver 1.00
#
#Bluetooth Address,78:61:7c:34:25:97
#
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark
2018/07/04 16:36:33.493, 0.0, -1.7896523503302926, -3.9189025304138934, 0.0, 0.056323544269922365, -0.07055305122505828, 0.058036411238525876, -0.5274922143335243, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:33.582, 0.1, -1.363624535522694, -2.9978629461621558, 0.0, 0.13088996352351057, -0.12265113704817399, 0.07370222039871077, -0.7421174379186941, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:33.686, 0.2, -0.9776462011603498, -2.069380881831402, 0.0, 0.38486752569872973, -0.0345916237294297, 0.03462934638361137, -0.8643278104265821, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:33.789, 0.3, -0.7752162950376582, -1.5975997634617392, 0.0, 0.5758215193606793, 0.14632127094482694, 0.047619740804254906, -0.7561034610240003, 0, 0, 0, 0, 1, 0
2018/07/04 16:36:33.878, 0.4, -0.6537583513640433, -1.3661758570092872, 0.0, 0.6032689807845371, 0.21296960636172546, -0.011858591807289542, -0.7885861738759914, 0, 0, 0, 0, 1, 0
2018/07/04 16:36:33.988, 0.5, -0.5727863889149666, -1.2515700243759358, 0.0, 0.5758215193606793, 0.37905842367414966, -0.029821146409745758, -0.5759891997770921, 0, 0, 0, 0, 1, 0
2018/07/04 16:36:34.089, 0.6, -0.5149492728799118, -1.1693372718894655, 0.0, 0.46751403545478265, 0.44584751633688935, 0.04241953232718432, -0.2828103458938642, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.181, 0.7, -0.4808949623211646, -1.1084746071759028, 0.0, 0.39952599412786416, 0.36099699524458195, 0.11571927438060836, -0.20804741648964686, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.287, 0.8, -0.44485075863330575, -1.0620045834493177, 0.0, 0.36150299720176804, 0.2305032304077752, 0.1315671481870031, -0.2802508372636181, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.407, 0.9, -0.4160153956830186, -1.0248285644680495, 0.0, 0.31221294886327566, 0.11761855148006894, 0.10781413439401444, -0.32865885869312716, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.481, 1.0, -0.39242282599642003, -0.9880368749368639, 0.0, 0.24913871794147457, -0.012332265875312665, 0.10518186268278473, -0.37157757715008444, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.584, 1.1, -0.3727623512575879, -0.9529743598479082, 0.0, 0.19529858309368198, -0.11446112702698219, 0.10255097601329766, -0.44147387265128213, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.689, 1.2, -0.3552279292286929, -0.9242086970976353, 0.0, 0.13367315313058103, -0.2038217508575908, 0.07108784125417911, -0.4686680064355926, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.794, 1.3, -0.3381051987110748, -0.8995524147402583, 0.0, 0.0920871080242387, -0.32315915789080796, 0.06847482839094576, -0.5735754898581447, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:34.884, 1.4, -0.3270300853616972, -0.8786198229358685, 0.0, 0.09484877614194875, -0.31003923433039615, 0.08417342841428432, -0.5687445716079385, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.005, 1.5, -0.32093827720403734, -0.8603038051070273, 0.0, 0.0920871080242387, -0.4037431740629076, 0.08155356982670536, -0.631185344661414, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.079, 1.6, -0.3177991500111429, -0.8469982137664471, 0.0, 0.08381124406589624, -0.45505198757235243, 0.07893508325206611, -0.6526190521682262, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.185, 1.7, -0.3176512675161168, -0.8381230573739888, 0.0, 0.08381124406589624, -0.5083655162925531, 0.07370222039871077, -0.6975684913965039, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.305, 1.8, -0.31956504007127434, -0.8328050000296927, 0.0, 0.07554905546044921, -0.6429027808921752, 0.05282536334630761, -0.8070534155527498, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.380, 1.9, -0.3235609921612861, -0.8293834840104634, 0.0, 0.0344416712709279, -0.6820802585119181, 0.06325289580141424, -0.7955193850631748, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.485, 2.0, -0.3301196384742302, -0.8279829771433557, 0.0, -0.01714716542618211, -0.7691230756532375, 0.06325289580141424, -0.8001361905620192, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.591, 2.1, -0.3382717369012544, -0.8280996925988788, 0.0, -0.06285869650263365, -0.8640926923591148, 0.05282536334630761, -0.8460712862640629, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.700, 2.2, -0.3496190573066759, -0.8311424629591866, 0.0, -0.06018132026730694, -0.8687941501573238, 0.047619740804254906, -0.8802477692933497, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.788, 2.3, -0.36261129204132064, -0.8359597059264683, 0.0, -0.05214057878637668, -0.8898961744453864, 0.047619740804254906, -0.9096795952764034, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.889, 2.4, -0.3752346294746824, -0.8404136994170568, 0.0, -0.08156029458125014, -1.0169531381891797, 0.032035312602988864, -0.9769451837619969, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:35.978, 2.5, -0.388722136793745, -0.8452079157785027, 0.0, -0.09487588167866834, -1.1118497959953788, 0.03462934638361137, -1.0124535442700728, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:36.085, 2.6, -0.4022594013421912, -0.8509060555798146, 0.0, -0.11345832940144529, -1.2137585075920811, 0.029442623926798195, -1.0608694155292016, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:36.189, 2.7, -0.4150990999294986, -0.8572400905108594, 0.0, -0.13988545223376514, -1.3114814879569319, 0.013914661136032791, -1.121819234252127, 0, 0, 0, 0, 0, 0
2018/07/04 16:36:36.280, 2.8, -0.42923916436799026, -0.8645805199302459, 0.0, -0.1635510236294313, -1.358570877104766, -0.009287236646478458, -1.1670489202321388, 0, 0, 0, 0, 0, 0
