#HOT-1000 raw data (C) Hitachi High-Technologies Corporation. 2001-2015. All rights reserved 
#Raw data export format
#Ver 1.00
#
#Bluetooth Address,78:61:7c:34:25:97
#
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark
2018/06/21 16:55:32.935, 0.0, -1.7640597894308119, -10.131292578265377, 0.0, 0.0, -0.0014193457030855505, -0.0023886302228390832, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.035, 0.1, -1.3233453147695586, -7.5991933584802815, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.161, 0.2, -0.8829398826979152, -5.067425418100595, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.251, 0.3, -0.6627371666620936, -3.8015414479107523, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.341, 0.4, -0.5306155370406006, -3.0420110657968467, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.429, 0.5, -0.4425344506262719, -2.535657477720909, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.566, 0.6, -0.37961938890175145, -2.173976343380954, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.699, 0.7, -0.33243309260836107, -1.9027154926259877, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.790, 0.8, -0.29573263993572413, -1.6917348309276805, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:33.834, 0.9, -0.2663722777976146, -1.5229503015690349, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.014, 1.0, -0.24235016332097947, -1.3848538684574156, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.059, 1.1, -0.22233173459045022, -1.269773507531066, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.149, 1.2, -0.20539306412615627, -1.1723978175164629, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.240, 1.3, -0.19087420372819, -1.0889329403610886, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.330, 1.4, -0.1782911913832859, -1.0165967134930975, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.465, 1.5, -0.1672810555814948, -0.9533025149836054, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.554, 1.6, -0.1575662298740321, -0.8974546927693476, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.646, 1.7, -0.14893082924517634, -0.8478121841344518, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.735, 1.8, -0.14120441815620013, -0.8033952027242819, 0.0, 0.0, -0.0014193457030855505, -0.0023886302228390832, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.826, 1.9, -0.13425064817612156, -0.763419919455129, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:34.960, 2.0, -0.1279591420036695, -0.7272518060211335, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.095, 2.1, -0.12223959093780401, -0.6943717028993194, 0.0, 0.0, -0.0014193457030855505, -0.0023886302228390832, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.141, 2.2, -0.11701739213853551, -0.6643507391794021, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.228, 2.3, -0.11223037657253938, -0.6368315224361446, 0.0, 0.0, -0.0014193457030855505, -0.0023886302228390832, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.455, 2.4, -0.10782632225182295, -0.6115138430323478, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.457, 2.5, -0.10376104134039241, -0.588143677428843, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.638, 2.6, -0.09999689234832708, -0.5665046352033756, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.725, 2.7, -0.09650161114140927, -0.5464112388511558, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.732, 2.8, -0.09324738381083063, -0.527703593971503, 0.0, 0.0, -0.0014193457030855505, -0.0023886302228390832, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.951, 2.9, -0.09021010496895722, -0.5102431254171603, 0.0, 0.0, -0.0014193457030855505, -0.0023886302228390832, 0.00129651244707496, 0, 0, 0, 0, 0, 0
2018/06/21 16:55:35.952, 3.0, -0.031479079273084444, -0.17266302405302186, 0.0, 0.0, -0.0014193457030855505, 0.0011943151114204298, -0.0025930248941481437, 0, 0, 0, 0, 0, 0
