#,,,,Gain,,,,Check,,,,Average,,,,Saturation,,,
#Day,Time,Address,State,L1cm,L3cm,R1cm,R3cm,L1cm,L3cm,R1cm,R3cm,L1cm,L3cm,R1cm,R3cm,L1cm,L3cm,R1cm,R3cm
2018-07-03,13:29:09,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1407,3506,1281,3552,0,600,0,600
2018-07-03,13:29:09,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1407,2650,1281,2651,0,1,0,1
2018-07-03,13:29:10,78:61:7c:34:25:97,OK,5,1,6,1,1,1,1,1,1744,2339,1894,2238,0,0,0,0
2018-07-03,14:44:36,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1325,3446,1300,3504,0,600,0,600
2018-07-03,14:44:38,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1325,2627,1300,2623,0,1,0,1
2018-07-03,14:44:38,78:61:7c:34:25:97,OK,6,1,6,1,1,1,1,1,1959,2464,1921,2284,0,0,0,0
2018-07-03,14:49:24,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1245,3174,1294,3291,0,600,0,600
2018-07-03,14:49:25,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1244,2389,1294,2443,0,0,0,0
2018-07-03,14:49:25,78:61:7c:34:25:97,OK,6,1,6,1,1,1,1,1,1839,2447,1912,2278,0,0,0,0
2018-07-04,16:11:25,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,922,565,1140,914,0,0,0,0
2018-07-04,16:11:26,78:61:7c:34:25:97,OK,8,21,7,13,1,1,1,1,1799,1868,1956,1826,0,0,0,0
2018-07-04,16:13:42,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,877,726,1327,2103,0,0,0,0
2018-07-04,16:13:42,78:61:7c:34:25:97,OK,9,16,6,5,1,1,1,1,1927,1790,1935,1613,0,0,0,0
2018-07-04,16:23:40,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1141,2443,960,1417,0,0,0,0
2018-07-04,16:23:41,78:61:7c:34:25:97,OK,7,5,8,8,1,1,1,1,1970,1931,1892,1859,0,0,0,0
2018-07-04,16:28:21,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1309,1280,1181,1483,0,0,0,0
2018-07-04,16:28:22,78:61:7c:34:25:97,OK,6,9,6,8,1,1,1,1,1938,1897,1737,1913,0,0,0,0
2018-07-04,16:30:16,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1594,1729,1379,1817,0,0,0,0
2018-07-04,16:30:17,78:61:7c:34:25:97,OK,5,7,5,6,1,1,1,1,1684,1597,1425,1568,0,0,0,0
2018-07-04,16:35:48,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,379,0,434,0,0,0,0,0
2018-07-04,16:35:49,78:61:7c:34:25:97,1,4,10,4,10,1,0,1,0,379,0,434,0,0,0,0,0
2018-07-04,16:35:50,78:61:7c:34:25:97,2,4,14,4,14,1,0,1,0,379,0,434,0,0,0,0,0
2018-07-04,16:35:51,78:61:7c:34:25:97,3,4,18,4,18,1,0,1,0,379,0,434,0,0,0,0,0
2018-07-04,16:35:51,78:61:7c:34:25:97,RE,4,22,4,22,1,0,1,0,379,0,434,0,0,0,0,0
2018-07-04,16:36:32,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1276,793,905,927,0,0,0,0
2018-07-04,16:36:33,78:61:7c:34:25:97,OK,6,15,9,13,1,1,1,1,1844,1788,1940,1846,0,0,0,0
2018-07-04,16:37:59,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1327,1407,784,1455,0,0,0,0
2018-07-04,16:38:00,78:61:7c:34:25:97,OK,6,8,10,8,1,1,1,1,1951,1829,1904,1899,0,0,0,0
2018-07-04,16:40:29,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1286,1541,821,1559,0,0,0,0
2018-07-04,16:40:30,78:61:7c:34:25:97,OK,6,7,9,7,1,1,1,1,1891,1677,1774,1659,0,0,0,0
2018-07-04,16:43:56,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1033,440,721,365,0,0,0,0
2018-07-04,16:43:57,78:61:7c:34:25:97,OK,7,27,11,33,1,1,1,1,1782,1883,1930,1886,0,0,0,0
2018-07-04,16:45:06,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,910,338,849,594,0,0,0,0
2018-07-04,16:45:06,78:61:7c:34:25:97,OK,9,36,9,20,1,1,1,1,2009,1887,1861,1836,0,0,0,0
2018-07-04,16:48:01,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1135,643,1156,1913,0,0,0,0
2018-07-04,16:48:01,78:61:7c:34:25:97,OK,7,19,7,6,1,1,1,1,1960,1825,2006,1945,0,0,0,0
2018-07-04,17:04:39,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1281,898,1200,1787,0,0,0,0
2018-07-04,17:04:40,78:61:7c:34:25:97,OK,6,13,6,6,1,1,1,1,1903,1823,1780,1801,0,0,0,0
2018-07-04,17:06:52,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,339,312,1257,1800,0,0,0,0
2018-07-04,17:06:53,78:61:7c:34:25:97,OK,16,39,6,6,1,1,1,1,1322,1910,1863,1809,0,0,0,0
2018-07-04,18:19:19,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,921,623,1272,2124,0,0,0,0
2018-07-04,18:19:21,78:61:7c:34:25:97,OK,8,19,6,5,1,1,1,1,1821,1725,1884,1668,0,0,0,0
2018-07-04,18:26:40,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1405,1009,1307,3665,0,0,0,2
2018-07-04,18:26:41,78:61:7c:34:25:97,OK,5,12,6,3,1,1,1,1,1743,1905,1937,1977,0,0,0,0
2018-07-04,18:33:01,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1406,944,1278,3549,0,0,0,2
2018-07-04,18:33:02,78:61:7c:34:25:97,OK,5,13,6,3,1,1,1,1,1744,1885,1880,1910,0,0,0,0
2018-07-04,18:39:10,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1269,926,1191,3328,0,0,0,1
2018-07-04,18:39:11,78:61:7c:34:25:97,OK,6,13,6,3,1,1,1,1,1926,1898,1721,1763,0,0,0,0
2018-07-04,18:41:01,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1228,903,1214,3366,0,0,0,2
2018-07-04,18:41:02,78:61:7c:34:25:97,OK,6,13,6,3,1,1,1,1,1791,1815,1796,1824,0,0,0,0
2018-07-04,18:50:59,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1391,582,1506,2153,0,0,0,0
2018-07-04,18:50:59,78:61:7c:34:25:97,OK,5,21,5,5,1,1,1,1,1510,1864,1879,1695,0,0,0,0
2018-07-04,18:54:25,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1088,550,1625,3256,0,0,0,1
2018-07-04,18:54:25,78:61:7c:34:25:97,OK,7,22,5,3,1,1,1,1,1866,1858,2015,1768,0,0,0,0
2018-07-04,18:56:19,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1417,563,1647,3477,0,0,0,1
2018-07-04,18:56:20,78:61:7c:34:25:97,OK,5,21,4,3,1,1,1,1,1739,1849,1646,1884,0,0,0,0
2018-07-04,19:09:45,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,0,1176,722,1641,4095,0,0,0,600
2018-07-04,19:09:47,78:61:7c:34:25:97,1,4,6,4,2,1,1,1,1,1196,731,1637,1881,0,0,0,0
2018-07-04,19:09:48,78:61:7c:34:25:97,OK,6,16,5,2,1,1,1,1,1766,1820,2028,1877,0,0,0,0
2018-07-04,19:10:34,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,0,1157,705,1658,4095,0,0,0,600
2018-07-04,19:10:35,78:61:7c:34:25:97,1,4,6,4,2,1,1,1,1,1177,719,1662,1901,0,0,0,0
2018-07-04,19:10:36,78:61:7c:34:25:97,OK,6,17,4,2,1,1,1,1,1734,1770,1660,1906,0,0,0,0
2018-07-04,19:24:37,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,0,1182,748,1602,4095,0,0,0,600
2018-07-04,19:24:38,78:61:7c:34:25:97,1,4,6,4,2,1,1,1,1,1191,734,1588,1943,0,0,0,0
2018-07-04,19:24:39,78:61:7c:34:25:97,OK,6,16,5,2,1,1,1,1,1818,1828,1943,1923,0,0,0,0
2018-07-04,19:26:45,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,0,1146,723,1574,4095,0,0,0,600
2018-07-04,19:26:46,78:61:7c:34:25:97,1,4,6,4,2,1,1,1,1,1144,718,1565,1929,0,0,0,0
2018-07-04,19:26:47,78:61:7c:34:25:97,OK,7,17,5,2,1,1,1,1,1979,1778,1930,1923,0,0,0,0
2018-07-10,14:18:17,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1401,3400,1868,3515,0,600,0,600
2018-07-10,14:18:18,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1401,2632,1868,2649,0,1,0,1
2018-07-10,14:18:18,78:61:7c:34:25:97,OK,5,1,4,1,1,1,1,1,1737,2670,1868,2362,0,1,0,0
2018-07-10,14:48:11,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1389,3410,1841,3528,0,600,0,600
2018-07-10,14:48:13,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1389,2640,1842,2657,0,1,0,1
2018-07-10,14:48:13,78:61:7c:34:25:97,OK,5,1,4,1,1,1,1,1,1722,2657,1842,2344,0,1,0,0
2018-07-19,16:05:46,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1108,773,656,1796,0,0,0,0
2018-07-19,16:05:47,78:61:7c:34:25:97,OK,7,15,12,6,1,1,1,1,1914,1846,1928,1826,0,0,0,0
2018-07-19,16:18:34,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,206,0,234,0,0,0,0,0
2018-07-19,16:18:35,78:61:7c:34:25:97,1,4,10,4,10,1,0,1,0,208,0,238,0,0,0,0,0
2018-07-19,16:18:36,78:61:7c:34:25:97,2,4,14,4,14,1,0,1,0,209,0,239,0,0,0,0,0
2018-07-19,16:18:37,78:61:7c:34:25:97,3,4,18,4,18,1,0,1,0,210,0,241,0,0,0,0,0
2018-07-19,16:18:38,78:61:7c:34:25:97,RE,4,22,4,22,1,0,1,0,210,0,241,0,0,0,0,0
2018-07-21,14:01:09,78:61:7c:34:25:97,ST,4,6,4,6,0,1,1,1,91,226,1136,2551,0,0,0,1
2018-07-21,14:01:10,78:61:7c:34:25:97,1,8,6,4,6,1,1,1,1,180,227,1135,2574,0,0,0,1
2018-07-21,14:01:11,78:61:7c:34:25:97,OK,16,54,7,4,1,1,1,1,365,1830,1957,1829,0,0,0,0
2018-07-21,15:35:42,78:61:7c:34:25:97,ST,4,6,4,6,1,1,0,1,756,339,4095,344,0,0,600,0
2018-07-21,15:35:43,78:61:7c:34:25:97,1,4,6,1,6,1,1,1,1,821,345,1235,404,0,0,0,0
2018-07-21,15:35:43,78:61:7c:34:25:97,OK,9,35,1,30,1,1,1,1,1645,1797,1292,1673,0,0,0,0
2018-07-21,15:38:34,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,336,0,388,0,0,0,0,0
2018-07-21,15:38:35,78:61:7c:34:25:97,1,4,10,4,10,1,0,1,0,336,0,388,0,0,0,0,0
2018-07-21,15:38:36,78:61:7c:34:25:97,2,4,14,4,14,1,0,1,0,336,0,388,0,0,0,0,0
2018-07-21,15:38:36,78:61:7c:34:25:97,3,4,18,4,18,1,0,1,0,336,0,388,0,0,0,0,0
2018-07-21,15:38:37,78:61:7c:34:25:97,RE,4,22,4,22,1,0,1,0,336,0,388,0,0,0,0,0
2018-07-21,15:38:58,78:61:7c:34:25:97,ST,4,6,4,6,1,1,0,1,255,255,4095,510,0,0,600,0
2018-07-21,15:38:59,78:61:7c:34:25:97,1,4,6,1,6,1,1,1,1,257,260,1236,505,0,0,0,0
2018-07-21,15:38:59,78:61:7c:34:25:97,OK,16,47,1,24,1,1,1,1,1007,1868,1249,1801,0,0,0,0
2018-07-23,02:32:31,78:61:7c:34:25:97,ST,4,6,4,6,1,1,1,1,1428,696,827,657,0,0,0,0
2018-07-23,02:32:32,78:61:7c:34:25:97,OK,5,17,9,18,1,1,1,1,1770,1721,1818,1873,0,0,0,0
2018-07-23,13:29:03,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1291,3472,787,3649,0,600,0,600
2018-07-23,13:29:04,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1291,2647,787,2685,0,1,0,1
2018-07-23,13:29:05,78:61:7c:34:25:97,OK,6,1,10,1,1,1,1,1,1909,2450,1916,2068,0,0,0,0
2018-07-23,13:31:39,78:61:7c:34:25:97,ST,4,6,4,6,1,0,1,0,1284,3450,783,3631,0,600,0,600
2018-07-23,13:31:40,78:61:7c:34:25:97,1,4,2,4,2,1,1,1,1,1284,2630,783,2673,0,1,0,1
2018-07-23,13:31:41,78:61:7c:34:25:97,OK,6,1,10,1,1,1,1,1,1899,2445,1907,2065,0,0,0,0
2018-07-23,16:22:51,78:61:7c:34:25:97,ST,4,6,4,6,1,0,0,1,2312,4095,4095,3900,0,600,600,3
2018-07-23,16:22:53,78:61:7c:34:25:97,1,4,2,1,6,1,1,1,1,2320,1944,1424,3909,0,0,0,3
2018-07-23,16:22:54,78:61:7c:34:25:97,OK,3,2,1,3,1,1,1,1,1774,1958,1426,2121,0,0,0,0
