#HOT-1000 raw data (C) Hitachi High-Technologies Corporation. 2001-2015. All rights reserved 
#Raw data export format
#Ver 1.00
#
#Bluetooth Address,78:61:7c:34:25:97
#
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark
2018/07/03 13:29:10.983, 0.0, -1.6977884987531242, -2.8020214463322217, 0.0, 0.0, -0.0021372088378406318, 4.440892098500626E-16, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.094, 0.1, -1.273875676274303, -2.1020744944077716, 0.0, 0.0, -4.440892098500626E-16, 4.440892098500626E-16, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.179, 0.2, -0.8496066523225089, -1.402567644597239, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.300, 0.3, -0.6372049892418816, -1.0528142196919728, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.374, 0.4, -0.5097639913935053, -0.842962164748813, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.478, 0.5, -0.42480332616125444, -0.7030607947867065, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.583, 0.6, -0.3641171367096466, -0.6031312448137732, 0.0, 0.0, -0.0021372088378406318, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.673, 0.7, -0.3186024946209408, -0.5283491206267923, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.779, 0.8, -0.2832022174408363, -0.47018524625914043, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.883, 0.9, -0.25488199569675263, -0.42365414676501895, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:11.975, 1.0, -0.23171090517886606, -0.38558324717891956, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.078, 1.1, -0.21240166308062722, -0.3538574975238367, 0.0, 0.0, -0.0021372088378406318, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.183, 1.2, -0.19606307361288666, -0.32701263243107437, 0.0, 0.0, -0.0021372088378406318, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.274, 1.3, -0.1820585683548233, -0.3040027480658494, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.378, 1.4, -0.16992133046450178, -0.2840608482826545, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.484, 1.5, -0.1593012473104704, -0.26661168597235896, 0.0, 0.0, -0.0021372088378406318, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.573, 1.6, -0.14993058570397214, -0.2512153662868041, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.679, 1.7, -0.14160110872041815, -0.23752974878853303, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.785, 1.8, -0.13414841878776454, -0.2252847226058695, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.889, 1.9, -0.12744099784837631, -0.21420835807561173, 0.0, 0.0, -0.0021372088378406318, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:12.978, 2.0, -0.12142326482792604, -0.20418688540537855, 0.0, 0.0, -0.0021372088378406318, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.084, 2.1, -0.11590402551756576, -0.19502569119074786, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.172, 2.2, -0.1108647200602803, -0.1866611225599981, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.277, 2.3, -0.10624535672443529, -0.17904013545336128, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.384, 2.4, -0.10199554245545787, -0.17198415454256696, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.488, 2.5, -0.0980726369764018, -0.16547094139414145, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.578, 2.6, -0.09444031708838692, -0.15944018847893263, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.688, 2.7, -0.09106744862094453, -0.15384020362909587, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.773, 2.8, -0.08792719177194644, -0.148626424630972, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.877, 2.9, -0.08504408195862358, -0.14376023089938972, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:13.982, 3.0, -0.028498928579261455, -0.05044753644443244, 0.0, 0.0, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.073, 3.1, -2.624266108960605E-4, -0.003797972117771842, 0.0, 0.002867794744520147, -0.0021372088378406318, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.194, 3.2, -3.2239962174938815E-4, -0.00376752770801619, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.283, 3.3, -4.179927799000597E-4, -0.0037370832982605386, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.373, 3.4, -5.135859380507313E-4, -0.0037066388885048872, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, -7.445462114743506E-4, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.478, 3.5, -6.091790962014028E-4, -0.003676194478749236, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.617, 3.6, -7.047722543520744E-4, -0.0036457500689935844, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.674, 3.7, -8.00365412502746E-4, -0.0035712954478461937, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.777, 3.8, -8.959585706534175E-4, -0.003496840826698803, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.002640612683504351, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.883, 3.9, -9.915517288040891E-4, -0.003466419672009676, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:14.974, 4.0, -0.0010871448869547607, -0.003480031983778827, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:15.079, 4.1, -0.0011827380451054322, -0.003493644295547978, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
2018/07/03 13:29:15.182, 4.2, -0.0012783312032561037, -0.003507256607317129, 0.0, 0.002867794744520147, -4.440892098500626E-16, 0.005282620671000604, 0.001489092422947369, 0, 0, 0, 0, 0, 0
